,Symbol,Name,Price,Change %,Volume,Rel Volume,Market cap,P/E,EPS dil,EPS dil growth,Div yield %,Sector,Analyst Rating
2217,INDP,"Indaptus Therapeutics, Inc.",1.76 USD,−1.68%,11.468K,0.93,14.786M USD,—,−1.80 USD,−7.15%,0.00%,Health Technology,Strong buy
2218,INFA,Informatica Inc.,26.52 USD,+0.53%,550.845K,1.02,8.889B USD,—,−0.68 USD,−65.55%,0.00%,Technology Services,Buy
2219,INFN,Infinera Corporation,4.38 USD,+2.10%,2.176M,1.04,993.926M USD,—,−0.05 USD,+93.94%,0.00%,Electronic Technology,Buy
2220,INFU,"InfuSystems Holdings, Inc.",9.91 USD,−0.40%,103.361K,2.38,209.929M USD,239.95,0.04 USD,+233.06%,0.00%,Commercial Services,Strong buy
2221,INGN,"Inogen, Inc",6.07 USD,+15.40%,3.009M,14.50,141.478M USD,—,−5.75 USD,−161.40%,0.00%,Health Technology,Sell
2222,INGR,Ingredion Incorporated,106.46 USD,−0.37%,464.683K,1.80,6.94B USD,11.40,9.34 USD,+40.98%,2.80%,Consumer Non-Durables,Buy
2223,I,INH,1.40 USD,+0.72%,99.188K,0.24,29.052M USD,—,—,—,0.00%,Producer Manufacturing,—
2224,INKT,"MiNK Therapeutics, Inc.",1.04 USD,−7.14%,29.417K,0.44,35.9M USD,—,−0.73 USD,+6.22%,0.00%,Health Technology,Strong buy
2225,INLX,"Intellinetics, Inc.",4.99 USD,−0.20%,4.622K,1.00,20.328M USD,32.34,0.15 USD,—,0.00%,Technology Services,Strong buy
2226,INM,InMed Pharmaceuticals Inc.,0.3700 USD,−1.60%,139.446K,0.30,1.944M USD,—,−2.38 USD,+99.26%,0.00%,Health Technology,—
2227,INMB,INmune Bio Inc.,12.90 USD,+6.70%,166.928K,2.32,232.48M USD,—,−1.53 USD,+12.21%,0.00%,Health Technology,Strong buy
2228,INMD,InMode Ltd.,20.96 USD,−0.24%,1.34M,1.16,1.745B USD,9.97,2.10 USD,+1.74%,0.00%,Health Technology,Buy
2229,INNV,InnovAge Holding Corp.,5.60 USD,−6.04%,26.342K,0.71,760.955M USD,—,−0.28 USD,−38.11%,0.00%,Technology Services,Neutral
2230,INO,"Inovio Pharmaceuticals, Inc.",0.7200 USD,+25.76%,18.167M,4.33,196.55M USD,—,−0.63 USD,+57.24%,0.00%,Health Technology,Neutral
2231,INOD,Innodata Inc.,7.58 USD,−1.17%,207.12K,0.79,217.618M USD,—,−0.17 USD,+59.34%,0.00%,Technology Services,—
2232,INPX,Inpixon,0.0516 USD,−6.18%,5.046M,0.44,10.026M USD,—,−5.84 USD,+99.28%,0.00%,Technology Services,—
2233,INSE,"Inspired Entertainment, Inc.",9.68 USD,+1.15%,155.316K,1.12,254.938M USD,16.26,0.60 USD,−56.27%,0.00%,Technology Services,Strong buy
2234,INSG,Inseego Corp.,0.2033 USD,−5.53%,614.991K,0.78,23.793M USD,—,−0.44 USD,+29.92%,0.00%,Electronic Technology,Neutral
2235,INSM,Insmed Incorporated,29.35 USD,+0.76%,1.087M,0.75,4.199B USD,—,−5.27 USD,−45.01%,0.00%,Health Technology,Strong buy
2236,INSP,"Inspire Medical Systems, Inc.",175.65 USD,+1.40%,719.779K,1.08,5.186B USD,—,−1.13 USD,+38.01%,0.00%,Health Technology,Buy
2237,INST,"Instructure Holdings, Inc.",24.79 USD,−0.40%,440.982K,1.91,3.587B USD,—,−0.24 USD,+31.80%,0.00%,Technology Services,Strong buy
2238,INSW,"International Seaways, Inc.",48.84 USD,+2.09%,477.654K,0.83,2.389B USD,3.76,12.98 USD,+376.06%,0.98%,Transportation,Strong buy
2239,INTA,"Intapp, Inc.",35.07 USD,−3.79%,397.726K,1.47,2.443B USD,—,−0.99 USD,+35.41%,0.00%,Technology Services,Strong buy
2240,INTC,Intel Corporation,46.89 USD,+0.04%,34.344M,0.87,197.688B USD,—,−0.40 USD,−112.39%,1.58%,Electronic Technology,Neutral
2241,INTE,Integral Acquisition Corporation 1,10.84 USD,+0.37%,5.5K,1.04,74.778M USD,123.18,0.09 USD,—,0.00%,Finance,—
2242,INTG,The Intergroup Corporation,21.77 USD,+5.73%,505,0.24,48M USD,—,−3.61 USD,−18.86%,0.00%,Consumer Services,—
2243,INTR,Inter & Co. Inc.,5.48 USD,+5.38%,453.594K,1.14,2.202B USD,59.69,0.09 USD,—,0.00%,Finance,Buy
2244,INTS,"Intensity Therapeutics, Inc.",7.61 USD,−6.69%,115.325K,1.17,104.26M USD,—,−0.67 USD,−3.56%,0.00%,Health Technology,Strong buy
2245,INTT,inTest Corporation,12.44 USD,−2.12%,104.46K,0.92,151.287M USD,12.05,1.03 USD,+103.43%,0.00%,Electronic Technology,Strong buy
2246,INTU,Intuit Inc.,589.02 USD,+0.37%,838.901K,0.82,164.888B USD,64.47,9.14 USD,+39.20%,0.55%,Technology Services,Buy
2247,INTZ,Intrusion Inc.,0.2367 USD,−4.36%,276.025K,0.71,8.143M USD,—,−0.76 USD,+1.76%,0.00%,Technology Services,Buy
2248,INUV,"Inuvo, Inc.",0.4481 USD,−12.14%,2.148M,2.43,61.83M USD,—,−0.10 USD,−12.10%,0.00%,Technology Services,Strong buy
2249,INVA,"Innoviva, Inc.",16.58 USD,−1.19%,788.775K,1.42,1.063B USD,37.53,0.44 USD,−85.93%,0.00%,Health Technology,Neutral
2250,INVE,"Identiv, Inc.",7.72 USD,−2.03%,58.677K,1.22,178.906M USD,—,−0.21 USD,−22.66%,0.00%,Electronic Technology,Strong buy
2251,INVO,"INVO BioScience, Inc.",1.22 USD,0.00%,27.125K,0.49,3.019M USD,—,−12.41 USD,+9.17%,0.00%,Health Technology,Neutral
2252,INVZ,Innoviz Technologies Ltd.,2.33 USD,−3.32%,3.077M,0.60,384.194M USD,—,−0.92 USD,+54.67%,0.00%,Producer Manufacturing,Strong buy
2253,INZY,"Inozyme Pharma, Inc.",4.25 USD,−0.93%,331.985K,0.70,262.483M USD,—,−1.50 USD,+33.86%,0.00%,Health Technology,Strong buy
2254,IOBT,"IO Biotech, Inc.",1.96 USD,+1.55%,123.091K,0.92,129.127M USD,—,−2.46 USD,+4.14%,0.00%,Health Technology,Strong buy
2255,IONM,Assure Holdings Corp.,0.2859 USD,+4.15%,3.166M,8.45,1.921M USD,—,—,—,0.00%,Health Services,—
2256,IONQ,"IonQ, Inc.",12.00 USD,−2.28%,6.104M,0.90,2.456B USD,—,−0.67 USD,−26.06%,0.00%,Electronic Technology,Buy
2257,IONS,"Ionis Pharmaceuticals, Inc.",50.70 USD,−1.52%,1.015M,0.80,7.274B USD,—,−2.86 USD,−2128.82%,0.00%,Health Technology,Buy
2258,IOSP,Innospec Inc.,118.95 USD,−0.86%,140.77K,1.55,2.958B USD,23.43,5.08 USD,−3.61%,1.19%,Process Industries,Buy
2259,IOT,Samsara Inc.,30.50 USD,+1.09%,1.473M,0.53,16.481B USD,—,−0.43 USD,+51.17%,0.00%,Technology Services,Buy
2260,IOVA,"Iovance Biotherapeutics, Inc.",8.47 USD,+4.44%,7.463M,0.67,2.168B USD,—,−2.08 USD,+16.14%,0.00%,Health Technology,Strong buy
2261,IP,International Paper Company,37.27 USD,+2.19%,5.272M,2.38,12.896B USD,17.23,2.16 USD,−58.91%,4.96%,Process Industries,Neutral
2262,IPA,ImmunoPrecise Antibodies Ltd.,1.47 USD,−6.96%,47.363K,0.62,38.683M USD,—,−0.47 USD,+43.89%,0.00%,Health Technology,Strong buy
2263,IPAR,"Inter Parfums, Inc.",133.89 USD,−0.70%,90.817K,0.80,4.282B USD,27.09,4.94 USD,+53.30%,1.87%,Consumer Non-Durables,Buy
2264,IPDN,"Professional Diversity Network, Inc.",1.88 USD,−1.05%,8.718K,0.05,20.813M USD,—,−0.47 USD,−35.74%,0.00%,Commercial Services,—
2265,IPG,"Interpublic Group of Companies, Inc. (The)",32.44 USD,+0.78%,3.164M,1.23,12.425B USD,13.52,2.40 USD,−4.47%,3.82%,Commercial Services,Buy
2266,IPGP,IPG Photonics Corporation,101.82 USD,+0.50%,317.544K,1.94,4.778B USD,55.77,1.83 USD,−64.19%,0.00%,Electronic Technology,Buy
2267,IPI,"Intrepid Potash, Inc",21.38 USD,−1.16%,161.003K,1.30,281.288M USD,50.33,0.42 USD,−98.04%,0.00%,Non-Energy Minerals,Sell
2268,IPSC,"Century Therapeutics, Inc.",3.19 USD,−3.33%,101.164K,0.66,190.874M USD,—,−2.19 USD,+2.29%,0.00%,Health Technology,Strong buy
2269,IPW,iPower Inc.,0.4678 USD,+0.75%,1.756K,0.10,13.924M USD,—,−0.30 USD,−166.99%,0.00%,Retail Trade,Strong buy
2270,IPWR,Ideal Power Inc.,7.97 USD,−5.34%,17.75K,0.75,47.384M USD,—,−1.53 USD,−39.88%,0.00%,Electronic Technology,Strong buy
2271,IPXX,Inflection Point Acquisition Corp. II,10.38 USD,+0.25%,24.123K,3.55,259.5M USD,—,—,—,0.00%,Finance,—
2272,IQV,"IQVIA Holdings, Inc.",220.52 USD,+0.20%,557.977K,0.75,40.245B USD,37.00,5.96 USD,−3.03%,0.00%,Health Services,Strong buy
2273,IR,Ingersoll Rand Inc.,74.80 USD,−0.19%,2.067M,1.24,30.279B USD,39.91,1.87 USD,+22.22%,0.11%,Producer Manufacturing,Buy
2274,IRAA,Iris Acquisition Corp,10.32 USD,−0.10%,546,0.14,146.612M USD,369.89,0.03 USD,−93.14%,0.00%,Finance,—
2275,IRBT,iRobot Corporation,37.52 USD,−2.11%,314.842K,1.24,1.046B USD,—,−11.81 USD,−37.29%,0.00%,Consumer Durables,Neutral
2276,IRDM,Iridium Communications Inc,38.55 USD,−2.92%,630.181K,1.16,4.774B USD,—,−0.19 USD,−758.80%,1.01%,Communications,Strong buy
2277,IREN,Iris Energy Limited,6.19 USD,−8.16%,3.925M,0.49,423.875M USD,—,—,—,0.00%,Technology Services,Strong buy
2278,IRIX,IRIDEX Corporation,2.93 USD,+1.38%,74.22K,2.24,47.606M USD,—,−0.48 USD,+13.15%,0.00%,Health Technology,Neutral
2279,IRMD,iRadimed Corporation,44.70 USD,−2.49%,59.067K,1.65,563.469M USD,34.77,1.29 USD,+24.52%,0.34%,Health Technology,Strong buy
2280,IRON,"Disc Medicine, Inc.",57.92 USD,−5.03%,263.55K,0.92,1.398B USD,—,−3.74 USD,+62.73%,0.00%,Health Technology,Strong buy
2281,IROQ,"IF Bancorp, Inc.",15.71 USD,−3.06%,2.401K,0.56,52.684M USD,16.17,0.97 USD,—,2.51%,Finance,—
2282,IRRX,Integrated Rail and Resources Acquisition Corp.,10.94 USD,0.00%,104,0.06,133.897M USD,174.76,0.06 USD,−78.68%,0.00%,Finance,—
2283,IRTC,"iRhythm Technologies, Inc.",105.25 USD,+4.99%,306.442K,0.95,3.226B USD,—,−3.45 USD,+20.23%,0.00%,Health Technology,Strong buy
2284,IRWD,"Ironwood Pharmaceuticals, Inc.",12.45 USD,+0.32%,2.479M,1.27,1.944B USD,—,−6.24 USD,−763.89%,0.00%,Health Technology,Buy
2285,ISDR,Issuer Direct Corporation,16.25 USD,−2.40%,5.971K,0.65,61.939M USD,44.88,0.36 USD,−48.79%,0.00%,Technology Services,Strong buy
2286,ISPC,iSpecimen Inc.,0.6000 USD,+9.09%,39.158K,1.15,5.445M USD,—,−1.13 USD,+1.71%,0.00%,Commercial Services,Strong buy
2287,ISPO,Inspirato Incorporated,3.85 USD,−2.53%,7.095K,0.28,24.639M USD,—,−12.84 USD,−92.44%,0.00%,Consumer Services,Neutral
2288,ISPR,Ispire Technology Inc.,12.48 USD,0.00%,90.941K,0.49,677.277M USD,—,—,—,0.00%,Producer Manufacturing,Strong buy
2289,ISRG,"Intuitive Surgical, Inc.",322.50 USD,−0.24%,1.042M,0.81,113.543B USD,75.95,4.25 USD,+12.41%,0.00%,Health Technology,Buy
2290,ISRL,Israel Acquisitions Corp,10.69 USD,0.00%,3.526K,0.02,161.82M USD,49.81,0.21 USD,—,0.00%,Finance,—
2291,ISSC,"Innovative Solutions and Support, Inc.",8.10 USD,−2.06%,18.667K,0.37,141.321M USD,23.51,0.34 USD,+6.69%,0.00%,Electronic Technology,—
2292,ISTR,Investar Holding Corporation,15.96 USD,+2.31%,27.938K,0.86,155.659M USD,7.21,2.21 USD,—,2.47%,Finance,Buy
2293,ISUN,"iSun, Inc.",0.2301 USD,−7.89%,692.407K,0.49,10.073M USD,—,−3.06 USD,−179.27%,0.00%,Industrial Services,Strong buy
2294,IT,"Gartner, Inc.",425.37 USD,−0.27%,325.985K,0.92,33.157B USD,36.56,11.64 USD,+25.43%,0.00%,Technology Services,Buy
2295,ITCI,Intra-Cellular Therapies Inc.,68.50 USD,−0.78%,739.179K,0.89,6.592B USD,—,−1.63 USD,+50.96%,0.00%,Health Technology,Strong buy
2296,ITGR,Integer Holdings Corporation,97.43 USD,−1.15%,215.425K,1.27,3.247B USD,40.28,2.42 USD,+18.06%,0.00%,Health Technology,Buy
2297,ITI,"Iteris, Inc.",4.78 USD,−0.62%,177.142K,1.03,204.693M USD,47800.00,0.00 USD,—,0.00%,Electronic Technology,Buy
2298,ITIC,Investors Title Company,157.21 USD,−0.65%,4.03K,1.58,297.225M USD,12.74,12.34 USD,−33.53%,1.17%,Finance,—
2299,ITOS,"iTeos Therapeutics, Inc.",10.70 USD,−4.38%,155.514K,0.74,382.899M USD,—,−1.76 USD,−125.48%,0.00%,Health Technology,Strong buy
2300,ITP,"IT Tech Packaging, Inc.",0.2901 USD,−3.30%,10.831K,0.37,2.92M USD,—,−1.78 USD,−1673.85%,0.00%,Process Industries,—
2301,ITRI,"Itron, Inc.",70.88 USD,−0.88%,322.453K,1.35,3.225B USD,43.36,1.63 USD,—,0.00%,Electronic Technology,Buy
2302,ITRM,Iterum Therapeutics plc,2.01 USD,+0.50%,64.38K,0.41,26.971M USD,—,−2.44 USD,+31.56%,0.00%,Health Technology,Neutral
2303,ITRN,Ituran Location and Control Ltd.,26.42 USD,−0.94%,33.222K,0.62,531.266M USD,11.64,2.27 USD,+25.34%,2.57%,Communications,Buy
2304,ITT,ITT Inc.,115.72 USD,+0.99%,717.164K,2.47,9.501B USD,22.07,5.24 USD,+24.58%,1.00%,Producer Manufacturing,Strong buy
2305,ITW,Illinois Tool Works Inc.,257.96 USD,−0.55%,723.383K,0.93,77.617B USD,25.03,10.30 USD,+17.63%,2.10%,Producer Manufacturing,Neutral
2306,IVAC,"Intevac, Inc.",4.12 USD,−1.67%,48.573K,0.72,108.659M USD,—,−0.52 USD,+47.62%,0.00%,Electronic Technology,Buy
2307,IVCA,Investcorp India Acquisition Corp.,11.02 USD,+0.29%,130,0.00,107.895M USD,34.45,0.32 USD,—,0.00%,Finance,—
2308,IVCB,Investcorp Europe Acquisition Corp I,11.04 USD,0.00%,3.077K,0.22,305.043M USD,—,−0.14 USD,−124.98%,0.00%,Finance,—
2309,IVCP,Swiftmerge Acquisition Corp.,10.85 USD,−0.18%,407,0.01,85.41M USD,53.40,0.20 USD,—,0.00%,Finance,—
2310,IVDA,"Iveda Solutions, Inc.",0.6201 USD,+3.47%,34.601K,0.68,9.965M USD,—,−0.20 USD,+75.85%,0.00%,Electronic Technology,Strong buy
2311,I,IVP,0.2261 USD,−34.46%,15.523M,19.28,1.041M USD,—,−1.67 USD,−411.91%,0.00%,Process Industries,—
2312,IVVD,"Invivyd, Inc.",3.77 USD,+0.53%,533.616K,0.95,415.133M USD,—,−1.55 USD,+39.62%,0.00%,Health Technology,Neutral
2313,IVZ,Invesco Ltd,17.90 USD,+2.29%,6.174M,1.80,8.047B USD,13.74,1.30 USD,−34.63%,4.40%,Finance,Neutral
2314,IXAQ,IX Acquisition Corp.,11.00 USD,−0.45%,31.328K,0.94,94.557M USD,24.74,0.44 USD,−23.46%,0.00%,Finance,—
2315,I,IXHL,4.10 USD,+2.50%,13.81K,0.55,1.627B USD,—,−0.04 USD,−46.53%,0.00%,Health Technology,—
2316,IZEA,"IZEA Worldwide, Inc.",1.99 USD,−1.97%,30.068K,0.63,30.754M USD,—,−0.43 USD,−107.72%,0.00%,Commercial Services,Strong buy
2317,IZM,ICZOOM Group Inc.,10.71 USD,+1.71%,388.777K,1.06,110.595M USD,63.15,0.17 USD,−33.52%,0.00%,Retail Trade,—
2318,J,Jacobs Solutions Inc.,126.58 USD,+0.12%,512.337K,0.77,15.989B USD,23.89,5.30 USD,+6.42%,0.82%,Technology Services,Buy
2319,JACK,Jack In The Box Inc.,83.68 USD,−0.20%,531.047K,1.70,1.652B USD,13.29,6.30 USD,+15.37%,2.10%,Consumer Services,Buy
2320,JAGX,"Jaguar Health, Inc.",0.1400 USD,−6.42%,2.744M,0.73,7.106M USD,—,−6.88 USD,+90.04%,0.00%,Health Technology,—
2321,JAKK,"JAKKS Pacific, Inc.",35.02 USD,+0.20%,190.52K,1.32,352.766M USD,4.07,8.60 USD,+80.39%,0.00%,Consumer Durables,Strong buy
2322,JAMF,Jamf Holding Corp.,17.42 USD,−0.91%,738.891K,2.07,2.191B USD,—,−0.92 USD,+23.43%,0.00%,Technology Services,Buy
2323,JAN,JanOne Inc.,0.5851 USD,+0.88%,53.243K,0.67,2.901M USD,—,−4.43 USD,+6.61%,0.00%,Industrial Services,—
2324,JANX,"Janux Therapeutics, Inc.",10.31 USD,−1.72%,116.674K,1.13,475.997M USD,—,−1.48 USD,−1.13%,0.00%,Health Technology,Strong buy
2325,JAZZ,Jazz Pharmaceuticals plc,127.60 USD,+2.61%,538.847K,0.89,8.033B USD,211.71,0.60 USD,—,0.00%,Health Technology,Buy
2326,JBHT,"J.B. Hunt Transport Services, Inc.",189.97 USD,+0.49%,487.084K,0.84,19.594B USD,25.61,7.42 USD,−22.42%,0.88%,Transportation,Buy
2327,JBI,"Janus International Group, Inc.",13.70 USD,+0.07%,1.733M,1.21,2.012B USD,15.16,0.90 USD,+55.24%,0.00%,Producer Manufacturing,Strong buy
2328,JBL,Jabil Inc.,126.77 USD,+1.39%,1.697M,1.13,16.309B USD,21.60,5.87 USD,−14.92%,0.25%,Electronic Technology,Buy
2329,JBLU,JetBlue Airways Corporation,5.58 USD,+4.89%,16.4M,1.28,1.86B USD,—,−0.56 USD,+65.24%,0.00%,Transportation,Neutral
2330,JBSS,"John B. Sanfilippo & Son, Inc.",99.94 USD,−1.23%,63.215K,1.23,1.156B USD,17.95,5.57 USD,+11.22%,0.80%,Consumer Non-Durables,—
2331,JBT,John Bean Technologies Corporation,92.05 USD,+0.50%,212.025K,1.01,2.931B USD,5.27,17.45 USD,+348.92%,0.43%,Producer Manufacturing,Neutral
2332,JCI,Johnson Controls International plc,57.18 USD,+0.81%,4.597M,0.89,38.921B USD,21.21,2.70 USD,+22.60%,2.57%,Producer Manufacturing,Buy
2333,J,JCSE,0.8281 USD,−2.58%,848,0.05,12.438M USD,12.96,0.06 USD,−59.43%,0.00%,Producer Manufacturing,—
2334,JCTCF,Jewett-Cameron Trading Company,5.83 USD,+5.56%,5.05K,1.20,20.388M USD,—,−0.01 USD,−101.77%,0.00%,Distribution Services,—
2335,JEF,Jefferies Financial Group Inc.,40.15 USD,+1.41%,1.345M,1.47,8.449B USD,28.93,1.39 USD,−62.12%,2.99%,Finance,Buy
2336,JELD,"JELD-WEN Holding, Inc.",17.61 USD,+0.51%,396.906K,1.02,1.501B USD,11.53,1.53 USD,+165.25%,0.00%,Non-Energy Minerals,Neutral
2337,JEWL,Adamas One Corp.,0.5500 USD,+1.85%,37.66K,0.25,14.117M USD,—,−1.05 USD,−90.68%,0.00%,Consumer Durables,—
2338,JFBR,Jeffs' Brands Ltd,3.72 USD,−3.13%,249.233K,0.25,4.422M USD,—,—,—,0.00%,Consumer Durables,—
2339,JHG,Janus Henderson Group plc,29.05 USD,0.00%,1.274M,1.72,4.812B USD,14.33,2.03 USD,−17.23%,5.37%,Finance,Sell
2340,JILL,"J. Jill, Inc.",24.34 USD,−4.32%,107.489K,0.76,258.07M USD,10.81,2.25 USD,−28.33%,0.00%,Retail Trade,Strong buy
2341,JJSF,J & J Snack Foods Corp.,160.21 USD,−1.90%,72.524K,0.95,3.103B USD,39.27,4.08 USD,+66.05%,1.79%,Consumer Non-Durables,Buy
2342,JKHY,"Jack Henry & Associates, Inc.",166.72 USD,+0.03%,567.507K,1.26,12.142B USD,33.67,4.95 USD,−1.27%,1.25%,Technology Services,Neutral
2343,JLL,Jones Lang LaSalle Incorporated,179.45 USD,+0.59%,631.808K,2.57,8.537B USD,38.07,4.71 USD,−73.53%,0.00%,Finance,Buy
2344,JMSB,"John Marshall Bancorp, Inc.",22.89 USD,+1.64%,41.004K,1.63,323.346M USD,37.03,0.62 USD,—,0.96%,Finance,—
2345,JNJ,Johnson & Johnson,161.13 USD,+0.31%,5.603M,0.96,387.885B USD,30.75,5.24 USD,−27.07%,2.92%,Health Technology,Buy
2346,JNPR,"Juniper Networks, Inc.",29.91 USD,+0.47%,1.977M,0.84,9.537B USD,26.80,1.12 USD,−13.02%,2.94%,Technology Services,Buy
2347,JNVR,Janover Inc.,1.07 USD,+2.88%,3.837K,0.06,10.695M USD,—,−0.21 USD,—,0.00%,Finance,—
2348,JOAN,"JOANN, Inc.",0.4645 USD,−0.94%,87.06K,0.30,19.468M USD,—,−5.81 USD,−146.56%,0.00%,Retail Trade,Neutral
2349,JOB,GEE Group Inc.,0.4820 USD,−1.07%,122.002K,0.61,52.583M USD,5.89,0.08 USD,−51.68%,0.00%,Commercial Services,—
2350,JOBY,"Joby Aviation, Inc.",6.09 USD,+0.66%,3.071M,0.68,4.241B USD,—,−0.74 USD,−131.73%,0.00%,Electronic Technology,Neutral
2351,JOE,St. Joe Company (The),57.43 USD,−0.16%,120.886K,0.68,3.352B USD,36.15,1.59 USD,+25.15%,0.77%,Finance,—
2352,JOUT,Johnson Outdoors Inc.,48.50 USD,−0.16%,52.767K,1.10,491.835M USD,25.44,1.91 USD,−56.31%,2.60%,Consumer Durables,—
2353,JPM,JP Morgan Chase & Co.,172.27 USD,+0.50%,10.065M,1.25,498.034B USD,10.28,16.75 USD,—,2.35%,Finance,Buy
2354,JRSH,"Jerash Holdings (US), Inc.",3.14 USD,+0.64%,3.071K,0.14,38.606M USD,—,−0.02 USD,−104.07%,6.37%,Consumer Non-Durables,Strong buy
2355,JRVR,"James River Group Holdings, Ltd.",9.34 USD,−0.32%,1.816M,1.14,351.554M USD,6.16,1.52 USD,—,2.14%,Finance,Buy
2356,JSPR,"Jasper Therapeutics, Inc.",7.05 USD,+0.57%,27.31K,0.33,78.661M USD,—,−2.27 USD,−149.19%,0.00%,Finance,Strong buy
2357,JTAI,Jet.AI Inc.,1.49 USD,−0.67%,108.723K,0.15,13.655M USD,—,—,—,0.00%,Transportation,Strong buy
2358,JVA,"Coffee Holding Co., Inc.",0.9700 USD,+8.99%,128.455K,5.62,5.537M USD,—,−0.84 USD,−1318.72%,0.00%,Consumer Non-Durables,—
2359,J,JWEL,1.99 USD,−5.23%,1.075K,0.32,4.25M USD,—,−3.42 USD,—,0.00%,Distribution Services,—
2360,JWN,"Nordstrom, Inc.",17.65 USD,+2.56%,4.914M,1.20,2.865B USD,24.84,0.71 USD,−64.52%,4.31%,Retail Trade,Neutral
2361,JWSM,Jaws Mustang Acquisition Corp.,10.90 USD,−0.27%,8.429K,0.70,304.967M USD,46.86,0.23 USD,−26.58%,0.00%,Finance,—
2362,JXJT,JX Luxventure Limited,1.24 USD,−10.78%,4.25K,0.37,7.518M USD,—,−73.51 USD,−11.46%,0.00%,Consumer Non-Durables,—
2363,JXN,Jackson Financial Inc.,49.39 USD,+0.49%,627.666K,1.06,3.927B USD,2.36,20.96 USD,−73.16%,5.02%,Finance,Neutral
2364,JYD,Jayud Global Logistics Limited,1.19 USD,+0.68%,41.672K,0.05,17.752M USD,—,−0.20 USD,—,0.00%,Transportation,—
2365,JYNT,The Joint Corp.,8.97 USD,−0.33%,124.097K,1.48,132.346M USD,72.81,0.12 USD,+116.14%,0.00%,Health Services,Buy
2366,JZXN,"Jiuzi Holdings, Inc.",0.7900 USD,+6.77%,32.495K,0.03,3.212M USD,—,−12.72 USD,−534.78%,0.00%,Retail Trade,—
2367,K,Kellanova,56.66 USD,−0.32%,2.898M,1.15,19.407B USD,22.54,2.51 USD,−42.10%,4.13%,Consumer Non-Durables,Neutral
2368,KA,"Kineta, Inc.",3.00 USD,+0.33%,25.605K,1.11,31.181M USD,—,—,—,0.00%,Health Technology,Strong buy
2369,KACL,Kairous Acquisition Corp. Limited,11.55 USD,0.00%,200,0.05,51.235M USD,282.40,0.04 USD,+424.36%,0.00%,Finance,—
2370,KAI,Kadant Inc,258.74 USD,−1.20%,70.891K,1.09,3.029B USD,26.42,9.79 USD,−3.88%,0.44%,Producer Manufacturing,Buy
2371,KALA,"KALA BIO, Inc.",7.00 USD,0.00%,16.099K,0.39,18.852M USD,—,−42.58 USD,+24.55%,0.00%,Health Technology,Strong buy
2372,KALU,Kaiser Aluminum Corporation,64.66 USD,−0.87%,72.049K,0.89,1.035B USD,80.44,0.80 USD,—,4.76%,Non-Energy Minerals,Neutral
2373,KALV,"KalVista Pharmaceuticals, Inc.",11.37 USD,−3.07%,424.282K,1.05,392.933M USD,—,−3.05 USD,+18.39%,0.00%,Health Technology,Strong buy
2374,KAMN,Kaman Corporation,23.23 USD,+0.91%,82.448K,0.75,656.396M USD,—,−1.72 USD,−369.32%,3.44%,Electronic Technology,Neutral
2375,KAR,"OPENLANE, Inc.",14.17 USD,−0.98%,398.197K,0.72,1.531B USD,—,−1.72 USD,+41.53%,0.00%,Commercial Services,Buy
2376,KARO,Karooooo Ltd.,24.65 USD,+3.16%,1.934K,0.21,762.945M USD,22.16,1.11 USD,−2.33%,3.45%,Technology Services,Buy
2377,KAVL,"Kaival Brands Innovations Group, Inc.",0.2159 USD,+0.61%,143.906K,0.55,12.665M USD,—,−0.20 USD,+34.22%,0.00%,Distribution Services,Strong buy
2378,KBH,KB Home,61.33 USD,+0.71%,817.234K,1.09,4.865B USD,8.01,7.65 USD,−10.57%,1.14%,Consumer Durables,Neutral
2379,KBR,"KBR, Inc.",54.12 USD,+0.11%,1.2M,0.98,7.306B USD,—,−1.57 USD,−246.03%,1.00%,Technology Services,Strong buy
2380,KCGI,Kensington Capital Acquisition Corp. V,10.69 USD,−0.09%,1.529K,0.05,122.323M USD,34.90,0.31 USD,−42.28%,0.00%,Finance,—
2381,KD,"Kyndryl Holdings, Inc.",19.59 USD,+1.66%,1.98M,1.45,4.495B USD,—,−4.94 USD,+43.42%,0.00%,Technology Services,Buy
2382,KDP,Keurig Dr Pepper Inc.,31.97 USD,−1.24%,5.262M,0.90,44.705B USD,23.30,1.37 USD,+7.39%,2.55%,Consumer Non-Durables,Buy
2383,KE,"Kimball Electronics, Inc.",25.16 USD,−0.51%,99.417K,1.27,625.104M USD,11.09,2.27 USD,+49.42%,0.00%,Electronic Technology,Strong buy
2384,KELYA,"Kelly Services, Inc.",20.43 USD,−2.25%,146.563K,0.96,721.548M USD,31.70,0.64 USD,+234.98%,1.47%,Commercial Services,Buy
2385,KEN,Kenon Holdings Ltd.,26.13 USD,+0.15%,19.137K,1.56,1.408B USD,—,−20.14 USD,−170.14%,49.90%,Utilities,—
2386,KEQU,Kewaunee Scientific Corporation,29.43 USD,+0.62%,4.053K,0.47,85.396M USD,12.36,2.38 USD,—,0.00%,Health Technology,—
2387,KERN,Akerna Corp.,0.3730 USD,−5.33%,174.769K,0.36,3.861M USD,—,−7.10 USD,+87.12%,0.00%,Technology Services,—
2388,KEX,Kirby Corporation,78.39 USD,+0.46%,265.168K,0.70,4.633B USD,23.74,3.30 USD,+107.75%,0.00%,Transportation,Strong buy
